Word,Count
quod,11
equidem,2
non,12
reprehendo,1
lorem,1
ipsum,4
dolor,2
sit,3
amet,1
consectetur,1
adipiscing,1
elit,1
quibus,1
natura,3
iure,1
responderit,1
esse,9
verum,3
aliunde,1
finem,1
beate,2
vivendi,1
a,7
se,3
principia,1
rei,1
gerendae,1
peti,1
quae,5
enim,5
adhuc,1
protulisti,1
popularia,1
sunt,3
ego,1
autem,4
te,4
elegantiora,1
desidero,1
duo,1
reges,1
constructio,1
interrete,1
tum,1
lucius,1
mihi,5
vero,3
ista,2
valde,1
probata,1
item,1
fratri,1
puto,2
bestiarum,1
nullum,1
iudicium,1
nihil,4
iam,2
habes,1
ad,5
corpus,1
referas,1
deinde,2
prima,1
illa,2
in,5
congressu,1
solemus,1
quid,3
tu,3
inquit,1
huc,1
et,6
homini,1
qui,2
ceteris,1
animantibus,1
plurimum,1
praestat,1
praecipue,1
datum,1
dicemus,1
id,2
absurdum,1
maximum,1
malum,1
neglegi,1
ea,2
occurrentia,1
fingunt,1
vincunt,1
aristonem,1
atqui,1
perspicuum,1
est,8
hominem,1
e,2
corpore,1
animoque,1
constare,1
cum,8
primae,2
sint,1
animi,1
partes,1
secundae,1
corporis,1
fieri,1
inquam,2
triari,1
nullo,1
pacto,1
potest,3
ut,6
dicas,2
probes,1
eius,2
quo,1
dissentias,1
cn,1
an,2
dubium,1
quin,1
virtus,2
ita,6
maximam,1
partem,1
optineat,1
rebus,3
humanis,1
reliquas,1
obruat,1
quis,1
istum,1
dolorem,1
timet,1
summus,1
plures,1
dies,1
manere,1
dicet,1
pro,1
me,2
ipsa,3
nec,2
dubitabit,1
isti,1
vestro,1
beato,1
m,2
tubulum,1
fuisse,2
qua,1
illum,1
cuius,2
is,1
condemnatus,1
rogatione,1
p,1
si,5
cur,1
opera,1
philosophiae,1
danda,1
nescio,1
ex,1
eorum,1
scriptis,1
institutis,1
omnis,2
doctrina,1
liberalis,1
historia,1
sequitur,1
velle,1
video,1
omnes,1
semper,1
beatos,1
sapientes,2
fertur,1
quasi,1
torrens,1
oratio,1
quamvis,1
multa,1
cuiusque,1
modi,1
rapiat,1
tamen,2
teneas,1
apprehendas,1
nusquam,1
orationem,1
rapidam,1
coerceas,1
redarguitur,1
ipse,1
sese,1
convincunturque,1
scripta,1
probitate,1
ipsius,1
ac,1
moribus,1
at,2
quanta,1
conantur,1
mundum,1
hunc,1
omnem,1
oppidum,1
nostrum,1
incendi,1
igitur,2
eos,1
audiunt,1
vides,1
vide,1
ne,3
magis,1
tuum,1
fuerit,1
re,1
idem,1
tibi,1
videretur,1
nova,1
nomina,1
inponere,1
quivere,1
falsone,1
quaerere,1
mittimusdicitur,1
oculis,1
privasse,1
mala,1
incidere,1
sapiens,1
sapientem,1
vivendum,1
satis,1
vitem,1
sensus,1
accesserit,1
appetitum,1
quendam,1
habeat,1
per,1
moveatur,1
facturam,1
putas,1
quem,1
tenueris,1
modo,3
meum,1
ciceronem,1
sed,5
etiam,2
abducas,1
licebit,1
stulti,1
malorum,1
memoria,1
torquentur,1
bona,1
praeterita,1
grata,1
recordatione,1
renovata,1
delectant,1
quam,3
vellet,1
iniquus,1
iustus,1
poterat,1
inpune,1
suae,1
institutionis,1
oblita,1
de,1
grandioribus,1
ipsae,1
res,1
verba,1
rapiunt,1
hoc,3
cor,1
habere,1
palatum,1
quidem,4
voluptatem,1
summum,1
bonum,1
diceret,1
primum,1
eo,1
ipso,1
parum,2
vidit,1
quoque,1
alienum,1
istuc,1
dixti,1
bene,1
latine,1
plane,1
nam,1
haec,3
erunt,1
promptu,1
audivi,1
ante,1
aggrediar,1
ab,1
istis,1
quos,1
dicis,1
instructum,1
videro,1
fatebuntur,1
stoici,1
omnia,1
dicta,1
praeclare,1
neque,2
eam,1
causam,1
zenoni,1
desciscendi,1
illud,1
ratio,3
vestra,1
sic,1
cogit,1
audissem,1
antiochum,1
brute,1
solebam,1
callida,1
optime,1
possit,1
architectari,1
voluptates,1
idemne,1
iucunde,1
videtur,1
delicatior,1
dicam,1
molliorque,1
virtutis,1
vis,1
gravitasque,1
postulat,1
quoniam,1
advesperascit,1
villam,1
revertendum,1
nunc,2
hactenus,1
naturam,1
apta,1
vera,1
summa,1
lex,1
philosophis,1
dicitur,1
solum,1
communia,1
paria,1
dixerunt,1
agimus,1
mene,1
